排名,排名变化,游戏名称,发行公司,昨日新增下载量,icon,类别,appid,公司名称,公司链接
187,0,精明老婆婆煮面条,苗立创意团队,4604,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPWUzODk1MWI1ZDEyNzdmMTI5NDYyMzVhMzA3YjY3NjFhJnJlZj1odHRwJTNBJTJGJTJGZC5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZkLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGd2glMjUzRDUxMiUyNTJDNTEyJTJGc2lnbiUzRDJiY2U1MDI1NWQzZDI2OTcyZTg2MDA1ODY0Yzk5ZWNlJTJGYWM0YmQxMTM3M2YwODIwMmQxOGRmY2QwNDdmYmZiZWRhYTY0MWJjNS5qcGc=,单机榜,1968808,-,无
188,0,四川麻将赢话费,深圳市禅游科技股份有限公司,2752,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMDk3MDg2MF8xNDYzMTMzMDE5LzI1Ng==,单机榜,1030352,深圳市禅游科技股份有限公司,https://www.qimai.cn/company/product/id/31341
189,0,阿瑞斯病毒,厦门青瓷数码技术有限公司,5144,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDI0LzIwMTgxMDI0MTQyMDAyNTEzODEwLnBuZw==,单机榜,6478459,-,无
190,0,欢乐球吃球,腾讯,4094,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl80MjMyMzA4MF8xNTA4Mjk2ODMyLzI1Ng==,单机榜,1831541,-,无
191,0,熊大熊二向前冲,合肥乐堂动漫信息技术有限公司,8226,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNjE1LzIwMTgwNjE1MTUwMTM5OTk1OTI3Ny5wbmc=,单机榜,6380643,-,无
192,0,纪念碑谷2,ustwo   发行商：极光游戏,3468,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjUwMjU4OV8xNTEzOTMwNzEzLzI1Ng==,单机榜,4630911,-,无
193,0,欢乐射手（迷你射击世界）,深圳全民互动科技有限公司,184628,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDMxLzIwMTgxMDMxMTczOTA5MjIwOTM0Mi5wbmc=,单机榜,6741521,-,无
194,0,火线突击之全民反恐-3d狙击战,石家庄德莫岛信息科技有限公司,4004,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTA2LzIwMTgxMTA2MTAzMDIxNTE2ODM2Ny5qcGc=,单机榜,6757369,-,无
195,0,甜心公主美发屋,成都力比科技有限公司,5016,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODA2LzIwMTgwODA2MTQyODQzNDQyMDQ3OS5qcGc=,单机榜,6498329,-,无
196,0,机械迷宫,深圳市创梦天地科技有限公司,6000,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNzAyLzIwMTgwNzAyMTAxNDI0NDYwODQxLnBuZw==,单机榜,6371029,-,无
197,0,有种上天啊（抱大腿小游戏）,深圳市动能无线传媒有限公司,6768,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDE3LzIwMTgxMDE3MTgxNDIyNDg1MzA3Ni5qcGc=,单机榜,6739687,-,无
198,0,滚动迷你世界（Tenkyu 3D）,深圳市火星网络有限公司,5636,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODE1LzIwMTgwODE1MTcxNDU4OTY4OTA0Mi5wbmc=,单机榜,6566470,-,无
199,0,欢乐球球,深圳市一锋科技有限公司,2660,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTEzLzIwMTgwOTEzMTQyNzQ1NzIwMDIzNC5qcGc=,单机榜,6643156,-,无
200,0,动物快跑（汤姆猫）,马鞍山翰哲网络科技有限公司,10004,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNDIzLzIwMTgwNDIzMTUwMjMzNjUxNTUxNy5wbmc=,单机榜,6096091,-,无
